RUT_CLIENTE;RAZON_SOCIAL;TELEFONO;DIRECCION;COMUNA;CIUDAD;EMAIL;INFO;MONTO_CREDITO;CLASIFICACION;ZONA;ID_TIPO_CLIENTE;CONDICION_DE_VENTA;GIRO;ID_ACTIVIDAD_COMERCIAL;RUT_CLIENTE_PADRE
96660080-2;ACU¥A Y ASOCIADOS S.A.;2228202000;LA CONCEPCION 322 PISO 8;PROVIDENCIA;SANTIAGO;INFO@ACUNA-SA.CL;SERVICIOS DE INGENIERIA;1;SERVICIOS DE INGENIERIA;METROPOLITANA;2;1;SERVICIOS DE INGENIERIA;5;
78727440-4;AUSENCO CHILE LTDA.;2229370000;AV. LAS CONDES 11283 PISO 6;LAS CONDES;SANTIAGO;AUSENCOCHILE@AUSENCO.COM;SERVICIOS DE INGENIERIA;1;SERVICIOS DE INGENIERIA;METROPOLITANA;2;1;SERVICIOS DE INGENIERIA;5;
77611600-9;BRASS CHILE S.A.;2227267100;AV. CERRO EL PLOMO 5420 PISO 17;LAS CONDES;SANTIAGO;;SERVICIOS DE INGENIERIA;1;SERVICIOS DE INGENIERIA;METROPOLITANA;2;1;SERVICIOS DE INGENIERIA;5;
95207000-2;BECHTEL CHILE LTDA.;2226751000;AV. APOQUINDO 3885 PISO 16;LAS CONDES;SANTIAGO;;INGENIERIA Y CONSTRUCCION;1;INGENIERIA Y CONSTRUCCION;METROPOLITANA;2;1;INGENIERIA Y CONSTRUCCION;5;
76105206-3;BUILDTEK S.A.;2229237500;AV. DEL VALLE 601 OF. 22;HUECHURABA;SANTIAGO;CONTACTO@BUILDTEK.CL;INGENIERIA Y CONSTRUCCION (OBRAS DE INGENIERIA);1;INGENIERIA Y CONSTRUCCION (OBRAS DE INGENIERIA);METROPOLITANA;2;1;INGENIERIA Y CONSTRUCCION (OBRAS DE INGENIERIA);5;
96768800-2;CYGSA CHILE S.A.;2226360600;JUAN WILLIAMS NOON 1461;PROVIDENCIA;SANTIAGO;CYGSA@CYGSACHILE.CL;ASESORIAS DE OBRAS DE INGENIERIA;1;ASESORIAS DE OBRAS DE INGENIERIA;METROPOLITANA;2;1;ASESORIAS DE OBRAS DE INGENIERIA;5;
60910000-1;CENTRO DE INVESTIGACION, DESARROLLO E INNOVACION DE ESTRUCTURAS Y MATERIALES - IDIEM;2229784151;PLAZA ERCILLA 883;SANTIAGO;SANTIAGO;IDIEM@IDIEM.CL;CENTRO DE INVESTIGACION, DESARROLLO E INNOVACION DE ESTRUCTURAS Y MATERIALES;1;CENTRO DE INVESTIGACION, DESARROLLO E INNOVACION DE ESTRUCTURAS Y MATERIALES;METROPOLITANA;2;1;CENTRO DE INVESTIGACION, DESARROLLO E INNOVACION DE ESTRUCTURAS Y MATERIALES;5;
81185000-4;CESMEC S.A.;2223502100;AV. MARATHON 2595;MACUL;SANTIAGO;CESMEC@CESMEC.CL;CONTROL DE CALIDAD;1;CONTROL DE CALIDAD;METROPOLITANA;2;1;CONTROL DE CALIDAD;5;
85691100-4;COPRIM INGENIERIA S.A.;2223618200;LUIS URIBE 2343;¥U¥OA;SANTIAGO;COPRIM@COPRIM.CL;SERVICIOS DE INGENIERIA;1;SERVICIOS DE INGENIERIA;METROPOLITANA;2;1;SERVICIOS DE INGENIERIA;5;
87930900-K;CRUZ Y DAVILA INGENIERIA;2223702600;AV. ISIDORA GOYENECHEA 3162 PISO 6 OF 601;LAS CONDES;SANTIAGO;OSALINAS@CRUZYDAVILA.CL;INGENIERIA;1;INGENIERIA;METROPOLITANA;2;1;INGENIERIA;5;
96691330-4;DICTUC S.A.;2223544886;AV. VI¥A MACKENNA 4860;MACUL;SANTIAGO;INGENIERIA@DICTUC.CL;PRESTACION DE ASESORIAS Y SERVICIOS TECNOLOGICOS Y DE LABORATORIO EN EL AREA DE INGENIERIA;1;PRESTACION DE ASESORIAS Y SERVICIOS TECNOLOGICOS Y DE LABORATORIO EN EL AREA DE INGENIERIA;METROPOLITANA;2;1;PRESTACION DE ASESORIAS Y SERVICIOS TECNOLOGICOS Y DE LABORATORIO EN EL AREA DE INGENIERIA;5;
99525430-1;E-MINING TECHNOLOGY S.A.;322187440;CALLE LIMACHE 3405 OF. 21 BARRIO INDUSTRIAL EL SALTO;VI¥A DEL MAR;VI¥A DEL MAR;SECRETARIA@EMT.CL;SERVICIOS DE INGENIERIA Y CONSTRUCCION MINERA;1;SERVICIOS DE INGENIERIA Y CONSTRUCCION MINERA;VALPARAISO;2;1;SERVICIOS DE INGENIERIA Y CONSTRUCCION MINERA;5;
99579190-0;EDSA S.A.;2223618000;PUERTA DEL SOL 55 PISO 6;LAS CONDES;SANTIAGO;INFO@EDSAGROUP.COM;INGENIERIA Y DETALLAMIENTO;1;INGENIERIA Y DETALLAMIENTO;METROPOLITANA;2;1;INGENIERIA Y DETALLAMIENTO;5;
85114400-5;EDIC INGENIEROS S.A.;2226169500;SAN CRESCENTE 81 PISO 3;LAS CONDES;SANTIAGO;EDIC@EDIC.CL;INGENIEROS Y CONSULTORES;1;INGENIEROS Y CONSULTORES;METROPOLITANA;2;1;INGENIEROS Y CONSULTORES;5;
78562010-0;EMCOL S.A.;2225115195;SEBASTOPOL 566;SAN MIGUEL;SANTIAGO;EMCOL@EMCOL.CL;OBRAS CIVILES EN TELECOMUNICACIONES;1;OBRAS CIVILES EN TELECOMUNICACIONES;METROPOLITANA;2;1;OBRAS CIVILES EN TELECOMUNICACIONES;5;
59108780-0;ENYSE AGENCIA CHILE S.A.;2227702600;DARDIGNAC 160;RECOLETA;SANTIAGO;CONTACTO.ENYSE@SICE.COM;OBRAS DE INGENIERIA;1;OBRAS DE INGENIERIA;METROPOLITANA;2;1;OBRAS DE INGENIERIA;5;
96502470-0;EXANCO CHILE S.A.;2223515490;CORDIELLERA 331 MODULO B6;QUILICURA;SANTIAGO;MMARTINEZ@EXANCO.CL;PROTECCION CONTRA INCENDIO;1;PROTECCION CONTRA INCENDIO;METROPOLITANA;2;1;PROTECCION CONTRA INCENDIO;5;
85555900-5;FLUOR CHILE S.A.;2223408000;REYES LAVALLE 3340 PISO 7;LAS CONDES;SANTIAGO;;INGENIERIA Y CONSTRUCCION;1;INGENIERIA Y CONSTRUCCION;METROPOLITANA;2;1;INGENIERIA Y CONSTRUCCION;5;
96667520-9;GEOCOM S.A.;2224803600;AV. SALVADOR 1105;PROVIDENCIA;SANTIAGO;VENTAS@GEOCOM.CL;IMPORTADOR Y DISTRIBUIDOR DE EQUIPO DE INGENIERIA;1;IMPORTADOR Y DISTRIBUIDOR DE EQUIPO DE INGENIERIA;METROPOLITANA;2;1;IMPORTADOR Y DISTRIBUIDOR DE EQUIPO DE INGENIERIA;5;
88152200-4;GEODATOS S.A.I.C.;2228407200;ROMAN DIAZ 773;PROVIDENCIA;SANTIAGO;GEODATOS@GEODATOS.CL;SERVICIOS DE GEOFISICA TERRESTRE Y AEREA, INGENIERIA, PROSPECCIONES MINERAS, HIDROGEOLOGICAS ;1;SERVICIOS DE GEOFISICA TERRESTRE Y AEREA, INGENIERIA, PROSPECCIONES MINERAS, HIDROGEOLOGICAS ;METROPOLITANA;2;1;SERVICIOS DE GEOFISICA TERRESTRE Y AEREA, INGENIERIA, PROSPECCIONES MINERAS, HIDROGEOLOGICAS ;5;
83857900-0;GEOEXPLORACIONES S.A.;2222360551;GALVARINO GALLARDO 1841;PROVIDENCIA;SANTIAGO;INFO-GEO@GEOEXPLORACIONES.CL;INGENIERIA GEOFISICA, GEODESIA, MINAS, GEOLOGIA;1;INGENIERIA GEOFISICA, GEODESIA, MINAS, GEOLOGIA;METROPOLITANA;2;1;INGENIERIA GEOFISICA, GEODESIA, MINAS, GEOLOGIA;5;
77977250-0;MONTAJES INDUSTRIALES GESAL S.A.;975007197;GABRIEL CANO DE APONTE 376, LOS MAS DE SAN ANDRES;CONCEPCION;CONCEPCION;GESALLTDA@GESALLTDA.CL;MONTAJE INDUSTRIAL;1;MONTAJE INDUSTRIAL;BIO - BIO;2;1;MONTAJE INDUSTRIAL;5;
96784920-0;GOLDER ASSOCIATES S.A.;2226162000;MAGDALENA 181 PISO 3;LAS CONDES;SANTIAGO;INFO@GOLDER.CL;INGENIERIA;1;INGENIERIA;METROPOLITANA;2;1;INGENIERIA;5;
78784480-4;HATCH INGENIEROS CONSULTORES LTDA.;2224302600;AV. EL BOSQUE NORTE 500 PISO 12;LAS CONDES;SANTIAGO;HATCH@HATCH.CL;SERVICIOS DE INGENIERIA;1;SERVICIOS DE INGENIERIA;METROPOLITANA;2;1;SERVICIOS DE INGENIERIA;5;
86088600-6;HOEHMANN STAGNO Y ASOCIADOS INGENIERIA DE PROYECTOS LTDA.;2222062943;FELIX DE AMESTI 90 PISO 6;LAS CONDES;SANTIAGO;HSPRO@HSINGENIERIA.CL;INGENIERIA DE PROYECTOS;1;INGENIERIA DE PROYECTOS;METROPOLITANA;2;1;INGENIERIA DE PROYECTOS;5;
79889790-K;IEG, SOCIEDAD DE ASESORIAS Y SERVICIOS DE INGENIERIA LTDA.;2229475000;AV. ITALIA 2025;¥U¥OA;SANTIAGO;INFO@EMPRESASIEG.COM;ASESORIAS Y SERVICIOS DE INGENIERIA;1;ASESORIAS Y SERVICIOS DE INGENIERIA;METROPOLITANA;2;1;ASESORIAS Y SERVICIOS DE INGENIERIA;5;
96619100-7;INGELOG CONSULTORES DE INGENIERIA Y SISTEMAS S.A.;2228187000;ALBERTO HENKEL 2317;PROVIDENCIA;SANTIAGO;INGELOG@INGELOG.COM;SERVICIOS DE INGENIERIA;1;SERVICIOS DE INGENIERIA;METROPOLITANA;2;1;SERVICIOS DE INGENIERIA;5;
84121000-K;INGERNIEROS CONSULTORES ASOCIADOS;2226711447;AV. PRESIDENTES BULNES 139 PISO 8 OF. 84;SANTIAGO;SANTIAGO;ESTUDIO@ICSA.CL;SERVICIOS DE INGENIERIA;1;SERVICIOS DE INGENIERIA;METROPOLITANA;2;1;SERVICIOS DE INGENIERIA;5;
78038140-K;INGENIERIA INDUSTRIAL SAME LTDA.;2225915020;HERMANOS CARRERA PINTO 164, LOTEO INDUSTRIAL LOS LIBERTADORES;COLINA;SANTIAGO;VENTAS@SAME.CL;SERVICIO DE INGENIERIA Y FABRICACION DE PRODUCTOS PARA DESCONTAMINACION AMBIENTAL;1;SERVICIO DE INGENIERIA Y FABRICACION DE PRODUCTOS PARA DESCONTAMINACION AMBIENTAL;METROPOLITANA;2;1;SERVICIO DE INGENIERIA Y FABRICACION DE PRODUCTOS PARA DESCONTAMINACION AMBIENTAL;5;
78069250-2;INGENIERIA DE TRANSPORTES JAVIER CORTES S.A.;2227207900;LINCOYAN 9780, LOTEO BUENAVENTURA;QUILICURA;SANTIAGO;TRANSPORTES@JAVIERCORTES.COM;TRANSPORTE;1;TRANSPORTE;METROPOLITANA;2;1;TRANSPORTE;5;
79591030-1;INGRE INGENIEROS S.A.;2227773601;LOS PI¥ONES 018;PROVIDENCIA;SANTIAGO;INGRE_SA@INGRE.CL;SERVICIOS DE INGENIERIA;1;SERVICIOS DE INGENIERIA;METROPOLITANA;2;1;SERVICIOS DE INGENIERIA;5;
79527880-K;MN INGENIEROS Y CIA LTDA.;2224965900;MARCHANT PEREIRA 650;PROVIDENCIA;SANTIAGO;MNINGENIEROS@NENADOVICH.CL;INGENIERIA;1;INGENIERIA;METROPOLITANA;2;1;INGENIERIA;5;
78742100-8;MWH AMERICAS INC. CHILE LTDA.;2224283000;AV. APOQUINDO 4775 OF 203;LAS CONDES;SANTIAGO;MWHCHILE@MWHGLOBAL.COM;SERVICIOS DE INGENIERIA;1;SERVICIOS DE INGENIERIA;METROPOLITANA;2;1;SERVICIOS DE INGENIERIA;5;
89970700-1;MAQUINARIAS PIVCEVIC E HIJOS LTDA.;612616100;LIBERTADOR BERNARDO O'HIGGINS 891;PUNTA ARENAS;PUNTA ARENAS;GERENCIA@MAQUINARIASPIVCEVIC.CL;CONTRATISTA Y MOVIMIENTOS DE TIERRA;1;CONTRATISTA Y MOVIMIENTOS DE TIERRA;MAGALLANES Y ANTARTICA CHILENA;2;1;CONTRATISTA Y MOVIMIENTOS DE TIERRA;5;
89233400-5;METACONTROL INGENIEROS S.A.;2223553800;ALMIRANTE SIMPSON 65;PROVIDENCIA;SANTIAGO;RECEPCION@METACONTROL.CL;INGENIERIA;1;INGENIERIA;METROPOLITANA;2;1;INGENIERIA;5;
96561980-1;MOLLER Y ERRE S.A.;2222232892;AV. PROVIDENCIA 225;PROVIDENCIA;SANTIAGO;MOLLER@MOLLERYERRE.CL;SERVICIO DE INGENIERIA;1;SERVICIO DE INGENIERIA;METROPOLITANA;2;1;SERVICIO DE INGENIERIA;5;
87810300-9;OFICINA JULIO ZEGERS Y CIA. LTDA.;2222319759;ORREGO LUCO NORTE 11 OF 21;PROVIDENCIA;SANTIAGO;ZEGERSGOLF@ENTELCHILE.CL;SERVICIOS DE INGENIERIA Y CONSTRUCCION DE CANCHAS DE GOLF;1;SERVICIOS DE INGENIERIA Y CONSTRUCCION DE CANCHAS DE GOLF;METROPOLITANA;2;1;SERVICIOS DE INGENIERIA Y CONSTRUCCION DE CANCHAS DE GOLF;5;
96921000-2;OPTIMIZA INGENIERIA Y DESARROLLO S.A.;2229464040;AV. HOLANDA 100 OF. 701;PROVIDENCIA;SANTIAGO;ADMINISTRACION@OPTIMIZA.CL;SERVICIOS DE INGENIERIAS DE PROYECTO;1;SERVICIOS DE INGENIERIAS DE PROYECTO;METROPOLITANA;2;1;SERVICIOS DE INGENIERIAS DE PROYECTO;5;
77365420-4;PAVIMENTOS QUILIN LTDA.;2228108650;AV. DEPARTAMENTAL 8250;PE¥ALOLEN;SANTIAGO;PAVIMENTOS@QUILIN.CL;INGENIERIA Y CONSTRUCCION DE OBRAS CIVILES;1;INGENIERIA Y CONSTRUCCION DE OBRAS CIVILES;METROPOLITANA;2;1;INGENIERIA Y CONSTRUCCION DE OBRAS CIVILES;5;
79906490-1;POCH Y ASOCIADOS INGENIEROS CONSULTORES S.A.;2226538000;AV. DEL VALLE SUR 534, CIUDAD EMPRESARIAL;HUECHURABA;SANTIAGO;CONTACTO@POCH.CL;SERVICIOS DE INGENIERIA Y CONSULTORIA ;1;SERVICIOS DE INGENIERIA Y CONSULTORIA ;METROPOLITANA;2;1;SERVICIOS DE INGENIERIA Y CONSULTORIA ;5;
77026960-1;PROINGESA LTDA.;323140790;AV. DEL PARQUE 450, BARRIO INDUSTRIAL;CONCON;CONCON;PROINGESA@PROINGESA.CL;SERVICIOS DE INGENIERIA MULTIDISCIPLINARIA;1;SERVICIOS DE INGENIERIA MULTIDISCIPLINARIA;VALPARAISO;2;1;SERVICIOS DE INGENIERIA MULTIDISCIPLINARIA;5;
84865000-5;RQ INGENIERIA S.A.;2223391700;AV. JOSE MIGUEL CLARO 578;PROVIDENCIA;SANTIAGO;CONSULTORA@RYQ.CL;INGENIEROS CONSULTORES;1;INGENIEROS CONSULTORES;METROPOLITANA;2;1;INGENIEROS CONSULTORES;5;
96552080-5;RFA INGENIEROS CONSULTORES LTDA.;2226523300;BUSTOS 2057;PROVIDENCIA;SANTIAGO;RFA-INGENIEROS@RFA.CL;SERVICIOS DE INGENIERIA;1;SERVICIOS DE INGENIERIA;METROPOLITANA;2;1;SERVICIOS DE INGENIERIA;5;
82292700-9;RFA INGENIEROS LTDA.;2226523300;BUSTOS 2057;PROVIDENCIA;SANTIAGO;RFA-INGENIEROS@RFA.CL;INGENIEROS CONSULTORES;1;INGENIEROS CONSULTORES;METROPOLITANA;2;1;INGENIEROS CONSULTORES;5;
78956640-2;RENE LAGOS Y ASOCIADOS INGENIEROS CIVILES LTDA.;2225941300;MAGDALENA 140 OF. 2402;LAS CONDES;SANTIAGO;INFO@RENELAGOS.COM;SERVICIOS DE INGENIERIA ;1;SERVICIOS DE INGENIERIA ;METROPOLITANA;2;1;SERVICIOS DE INGENIERIA ;5;
84146100-2;S Y S INGENIEROS CONSULTORES LTDA.;2222318406;NUEVA DE LYON 072 OF. 1801;PROVIDENCIA;SANTIAGO;INFO@SYSINGEN.CL;CONSULTORIA E INGENIERIA;1;CONSULTORIA E INGENIERIA;METROPOLITANA;2;1;CONSULTORIA E INGENIERIA;5;
79563120-8;SNC-LAVALIN CHILE S.A.;2224312800;AV. PRESIDENTE RIESCO 5335 PISO 2;LAS CONDES;SANTIAGO;GLORIA.RAMIREZ@SNCLAVALIN.COM;INGENIERIA, CONSTRUCCION Y SERVICIOS;1;INGENIERIA, CONSTRUCCION Y SERVICIOS;METROPOLITANA;2;1;INGENIERIA, CONSTRUCCION Y SERVICIOS;5;
79878600-8;SCAF INGENIERIA Y SERVICIOS S.A.;2222043507;VILLASECA 21 OF. 1003;¥U¥OA;SANTIAGO;IMAN@SCAF.CL;INGENIERIA Y SERVICIOS DE MANTENIMIENTO Y LOGISTICA;1;INGENIERIA Y SERVICIOS DE MANTENIMIENTO Y LOGISTICA;METROPOLITANA;2;1;INGENIERIA Y SERVICIOS DE MANTENIMIENTO Y LOGISTICA;5;
78343030-4;SERVICIOS PROYECTOS E INGENIERIA LTDA.;2224997100;AV. PUERTO MADERO 9691, PARQUE INDUSTRIAL PUERTO SANTIAGO;PUDAHUEL;SANTIAGO;SPITEC@SPITEC.CL;INGENIERIA MECANICA;1;INGENIERIA MECANICA;METROPOLITANA;2;1;INGENIERIA MECANICA;5;
79671250-3;SERVICIOS DE INGENIERIA SIGREN Y SIGREN S.A.;2223352001;AV. PRESIDENTE ERRAZURIZ 3262;LAS CONDES;SANTIAGO;TECNAGENT@TECNAGENT.COM;SUMINISTRO DE EQUIPOS, INSTRUMENTACION, INGENIERIA, PLANTAS PARA TODA LA INDUSTRIA;1;SUMINISTRO DE EQUIPOS, INSTRUMENTACION, INGENIERIA, PLANTAS PARA TODA LA INDUSTRIA;METROPOLITANA;2;1;SUMINISTRO DE EQUIPOS, INSTRUMENTACION, INGENIERIA, PLANTAS PARA TODA LA INDUSTRIA;5;
79571390-5;SERVINDUSTRIA LTDA.;552233136;EL SALITRE 8030, BARRIO INDUSTRIAL;ANTOFAGASTA;ANTOFAGASTA;SERVINDUSTRIA@TIE.CL;CONTRATISTA EN EL AREA METALMECANICA FABRICACION DE ESTANQUES Y EXPORTACIONES;1;CONTRATISTA EN EL AREA METALMECANICA FABRICACION DE ESTANQUES Y EXPORTACIONES;ANTOFAGASTA;2;1;CONTRATISTA EN EL AREA METALMECANICA FABRICACION DE ESTANQUES Y EXPORTACIONES;5;
78465010-3;SIERRA PLAZA INGENIERIA Y SERVICIOS S.A.;342428416;REPUBLICA ARGENTINA 626, CENTENARIO;LOS ANDES;LOS ANDES;SIERRAYPLAZA@SIERRAYPLAZA.CL;CONTRATISTA Y SUBCONTRATISTA;1;CONTRATISTA Y SUBCONTRATISTA;VALPARAISO;2;1;CONTRATISTA Y SUBCONTRATISTA;5;
78093250-3;SONDAJES GEOTECNICOS GEOSONDA LTDA.;2222094830;AV. GENERAL BUSTAMANTE 32 OF. 61;PROVIDENCIA;SANTIAGO;GEOSONDA@GEOSONDA.CL;SERVICIOS DE INGENIERIA;1;SERVICIOS DE INGENIERIA;METROPOLITANA;2;1;SERVICIOS DE INGENIERIA;5;
96846410-8;STEEL FERROVIAL SERVICIOS;342490000;AV. ARGENTINA ORIENTE 17 OF. 401. EDIFICIO VIRACOCHA;LOS ANDES;LOS ANDES;PERSONAL@STEEL.CL;SERVICIO DE INGENIERIA;1;SERVICIO DE INGENIERIA;VALPARAISO;2;1;SERVICIO DE INGENIERIA;5;
96917120-1;TECNASIC S.A.;2224833800;CARLOS JUSTINIANO 1161;PROVIDENCIA;SANTIAGO;MAIL@TECNASIC.CL;INGENIERIA, CONSTRUCCION Y MONTAJES;1;INGENIERIA, CONSTRUCCION Y MONTAJES;METROPOLITANA;2;1;INGENIERIA, CONSTRUCCION Y MONTAJES;5;
76530760-0;TENOVA CHILE SPA - EMPRESAS RELACIONADAS: TAKRAF, DELKOR, BATEMAN, TECHNOLOGIES;2223983000;AV. ISIDORA GOYENECHEA 2800 PISO 36 OF. 3601 - TORRE TITANIUM;LAS CONDES;SANTIAGO;TENOVA.CHILE@TENOVA.COM;IMPORTACION, EXPORTACION DE EQUIPOS, MAQUINARIAS PARA LA MINERIA, SERVICIOS DE ANALISIS, OTROS;1;IMPORTACION, EXPORTACION DE EQUIPOS, MAQUINARIAS PARA LA MINERIA, SERVICIOS DE ANALISIS, OTROS;METROPOLITANA;2;1;IMPORTACION, EXPORTACION DE EQUIPOS, MAQUINARIAS PARA LA MINERIA, SERVICIOS DE ANALISIS, OTROS;5;
96602240-K;TETRA TECH METALICA;2222906910;EVARISTO LILLO 78 PISO 5;LAS CONDES;SANTIAGO;CONTACTO@METALICA.CL;CONSULTORIA MINERA E INGENIERIA;1;CONSULTORIA MINERA E INGENIERIA;METROPOLITANA;2;1;CONSULTORIA MINERA E INGENIERIA;5;
78347770-K;TIERRA REFORZADA S.A.;2223727500;MALAGA 379;LAS CONDES;SANTIAGO;TIERRAREFORZADA@TIERRAREFORZADA.CL;FABRICACION DE MUROS DE CONTENCION;1;FABRICACION DE MUROS DE CONTENCION;METROPOLITANA;2;1;FABRICACION DE MUROS DE CONTENCION;5;
